,ACC_X_mean_W,ACC_Y_mean_W,ACC_Z_mean_W,ACC_X_std_W,ACC_Y_std_W,ACC_Z_std_W,ACC_X_max_W,ACC_Y_max_W,ACC_Z_max_W,ACC_X_iabs_W,ACC_Y_iabs_W,ACC_Z_iabs_W,ACC_3D_mean_W,ACC_3D_std_W,ACC_3D_iabs_W,EDA_W_mean,EDA_W_std,EDA_W_dynamic_range,EDA_W_slope,Temp_W_mean,Temp_W_std,Temp_W_dynamic_range,Temp_W_slope,SCR_mean_W,SCL_mean_W,SCR_std_W,SCL_std_W,SCR_peaks_W,HR_mean_BVP_W,HR_std_BVP_W,HR_max_BVP_W,HR_min_BVP_W,HR_NN50_BVP_W,HR_pNN50_BVP_W,HR_rmssd_BVP_W,HR_rr_mean_BVP_W,HR_rr_std_BVP_W,HR_ULF_BVP_W,HR_HF_BVP_W,HR_LF_BVP_W,HR_UHF_BVP_W,HR_rate_L_H_BVP_W,Target
0,30.319791666666667,-30.285416666666666,17.7375,18.71799557350975,37.913055631621,10.632685945548598,92.0,76.0,127.0,908.546875,1332.625,542.25,63.42925040869496,5.353735542379505,1899.9369388953057,1.2049289586776861,0.11149126023705277,2.942069809998395,0.0013232166666666656,35.426033057851235,0.01490905425954571,0.009806255219487848,0.0001666666666666927,5.844226308200043e-05,1.2047156466059812,0.0014001068193207156,0.11104931380234022,16.0,76.32494653894328,21.115335242782113,142.22222222222223,142.22222222222223,23,0.6571428571428571,0.24698026888177071,0.8352678571428571,0.1942010467431173,0.0012831747448979634,1.7248532361284472,0.03226120937750553,1.127024307537409,0.01870374168756413,0
1,18.49375,-56.01770833333333,13.944791666666667,8.809084001046873,13.984392302906738,4.939010734947896,63.0,76.0,37.0,553.53125,1708.78125,421.25,62.9555779903662,2.9345981949128443,1886.5081901075246,1.258761917355372,0.08545742735658728,2.4558670489730487,0.0018152166666666673,35.44140495867769,0.02224230891769295,0.01960145178963532,0.0001666666666666927,-9.934343709019686e-06,1.25872475890039,0.0005394786121251143,0.08527529325866841,16.0,77.94669251881096,25.400043779746383,153.6,153.6,25,0.7142857142857143,0.3369992199764057,0.8392857142857143,0.23556458314363102,0.0005657602040816331,2.5493247625477284,0.01051491065268459,1.706397727308787,0.004124586560001976,0
2,22.54375,-51.9625,17.551041666666666,12.768049417882906,14.482412106298684,10.021929026636068,78.0,84.0,72.0,677.609375,1561.875,535.203125,62.98194030976257,4.778989065081776,1887.4704576918002,1.296042776859504,0.04125539271105774,2.260435548556092,-0.00022340833333333218,35.46190082644628,0.031968839414841285,0.029385614624338037,0.001000000000000038,-2.1603619928776343e-05,1.2961633192213766,0.003589435572481176,0.029350742918892975,15.0,83.3734779798061,25.586792543538646,153.6,153.6,29,0.7631578947368421,0.32894845194522826,0.7816611842105263,0.22066498614067903,9.654336734694364e-06,3.048218911593807,0.002690595143461966,1.0388016262506574,0.0008826777936546388,0
3,25.19375,-20.998958333333334,20.176041666666666,16.906605048643957,41.479199091210326,23.40426530211101,78.0,84.0,72.0,768.828125,1316.703125,802.578125,63.28994302493716,5.590522805028308,1896.736373138576,1.2582921322314051,0.0829122773639011,3.939775883643573,-0.002252183333333333,35.495950413223134,0.03243756908676993,0.029369054652156387,0.0008333333333333452,-2.018220467008238e-05,1.2583424776248169,0.003677167926969161,0.07727650164892992,15.0,85.94988059860077,26.758158957599417,153.6,153.6,31,0.8157894736842105,0.3627558364451219,0.7693256578947368,0.2505502325466341,0.0007003584183673464,3.1608001935467867,0.022572316460019684,1.409810839346186,0.007141329751277606,0
4,34.678125,8.319791666666667,18.109375,19.102616002815992,37.10032603122598,27.033650242664386,121.0,84.0,76.0,1053.015625,1072.34375,850.1875,63.42780319338006,6.986909693265506,1900.8382625913143,1.1684833636363638,0.13651899393863307,4.79423940093991,-0.0014948833333333336,35.527355371900825,0.03185111529480264,0.034234969695211455,0.0009999999999999788,7.349997063701338e-06,1.1684696589741341,0.003872759377853866,0.1330212413441522,16.0,82.8993818466233,21.690741611466628,142.22222222222223,142.22222222222223,28,0.7368421052631579,0.30366523327840317,0.7767269736842105,0.2201817540469317,2.1441326530614197e-06,2.497392996747461,0.02331259884916306,1.366677775042056,0.009334773853984846,0
5,36.91979166666667,23.2625,22.851041666666667,17.464273769324922,23.696559393366233,28.060643014993982,127.0,60.0,100.0,1119.078125,923.53125,981.78125,63.473759479915856,7.168985805941589,1902.3864155262363,1.11383652892562,0.10004809632735899,3.05458721071151,-0.0011540166666666666,35.54388429752066,0.02054512875149737,0.021992698975037767,0.0,6.6264854066667596e-06,1.1137262405022268,0.0015629072676923226,0.09921826234761695,16.0,80.09528937400724,23.34223783607536,142.22222222222223,142.22222222222223,28,0.7777777777777778,0.33793787732151515,0.8138020833333334,0.23768995396189913,4.903061224489536e-06,2.5336356494856185,0.0256549976476685,1.93772395452239,0.010125764394291265,0
6,42.92604166666667,7.263541666666667,30.019791666666666,9.931523305361095,26.716886123260398,20.562724769752602,127.0,60.0,100.0,1286.40625,719.328125,1008.96875,63.15562112455655,6.57360723181213,1892.681283963815,1.099952702479339,0.07689881698567137,2.489017740345621,0.0017182916666666677,35.53636363636363,0.028167151608780857,0.024439773125062896,-0.0002500000000000095,1.0212960274204447e-05,1.099947806049758,0.001357165075322324,0.07645574531557062,16.0,83.81775891696985,24.542166391676275,153.6,153.6,24,0.631578947368421,0.2910615001593306,0.7730263157894737,0.21145425378941216,0.00025485841836734755,1.5351682538105882,0.009990020292577135,0.8576876748232646,0.0065074432511094136,0
7,42.08125,-7.151041666666667,41.270833333333336,7.164849272955201,19.266148501493422,6.402276884480673,127.0,60.0,100.0,1261.375,516.171875,1237.203125,62.96878846374896,4.867345725098662,1887.1792114367233,1.1415466198347108,0.033678261373052985,1.1916313502306584,-0.0001815250000000009,35.51578512396694,0.026151246864880212,0.01955731676375094,-0.0006666666666666524,-2.2379317650585576e-06,1.1415947169783576,0.0006230910033653782,0.033192225765578724,15.0,81.5598841938099,21.14205018378438,153.6,153.6,19,0.5,0.23963687954311658,0.7763157894736842,0.1685574431038052,8.164413265306157e-05,1.4273950570735452,0.010178016731361431,1.5433643628250433,0.007130483380143174,0
8,44.034375,-12.807291666666666,42.86875,0.97353823381947,1.3916974641053357,0.6514906784956073,49.0,17.0,46.0,1319.640625,383.859375,1284.71875,62.79909138121014,0.6048043990286819,1882.0034970280599,1.12674247107438,0.0456012932437816,1.3580179745093792,-0.0006727000000000001,35.4999173553719,0.01339149031439867,0.014672114363843893,-0.0003333333333333262,-5.895016477328038e-06,1.126782221102244,0.00031735143649538357,0.04550631148227801,15.0,81.38105149837388,17.593502216626785,153.6,153.6,13,0.3333333333333333,0.1136386998862716,0.7612179487179487,0.11519805519813808,0.00035290306122449065,0.4753476770814784,0.014178971080631991,0.28431494157885207,0.029828632313273304,0
9,44.77916666666667,-11.609375,42.536458333333336,0.9066785385252164,1.80869302058374,0.5503066932149947,48.0,15.0,44.0,1341.96875,347.921875,1274.75,62.87724975780409,0.3864965218372932,1884.3394660413226,1.0943808925619833,0.0462965707195837,1.4933548436315949,-0.0014628500000000008,35.50223140495867,0.015507268533333531,0.014672114363843893,0.0002500000000000095,1.1658846599106094e-05,1.0943146764037952,0.00019217879938526435,0.046064158099556336,15.0,74.61228103019329,5.165485477975875,85.33333333333333,85.33333333333333,9,0.25,0.06851624220889943,0.8081597222222222,0.05841826860552514,7.781760204081658e-05,0.10389520770944971,0.0016276715743475515,0.060466982347387455,0.015666474038912845,0
